514;Campo de Mirra/Camp de Mirra, el
529;Cañada
535;Castalla
540;Castell de Castells
759;Castell de Guadalest, el
553;Catral
566;Cocentaina
572;Confrides
588;Cox
591;Crevillent
612;Daya Nueva
627;Daya Vieja
633;Dénia
648;Dolores
651;Elche/Elx
664;Elda
670;Facheca
686;Famorca
699;Finestrat
778;Fondó de les Neus, el/Hondón de las Nieves
703;Formentera del Segura
725;Gaianes
710;Gata de Gorgos
731;Gorga
746;Granja de Rocamora
762;Guardamar del Segura
784;Hondón de los Frailes
797;Ibi
801;Jacarilla
823;Jávea/Xàbia
839;Jijona/Xixona
857;Llíber
844;Lorcha/Orxa, l'
860;Millena
882;Monforte del Cid
895;Monóvar/Monòver
9037;Montesinos, Los
916;Murla
921;Muro de Alcoy
909;Mutxamel
937;Novelda
942;Nucia, la
955;Ondara
968;Onil
974;Orba
993;Orihuela
980;Orxeta
1007;Parcent
1014;Pedreguer
1029;Pego
1035;Penàguila
1040;Petrer
9021;Pilar de la Horadada
1053;Pinós, el/Pinoso
1066;Planes
9016;Poblets, els
1072;Polop
605;Quatretondeta
1091;Rafal
1105;Ràfol d'Almúnia, el
1112;Redován
1127;Relleu
1133;Rojales
1148;Romana, la
1151;Sagra
1164;Salinas
1186;San Fulgencio
9042;San Isidro
1203;San Miguel de Salinas
1225;San Vicente del Raspeig/Sant Vicent del Raspeig
1170;Sanet y Negrals
1199;Sant Joan d'Alacant
1210;Santa Pola
1231;Sax
1246;Sella
1259;Senija
1278;Tàrbena
1284;Teulada
1297;Tibi
1301;Tollos
1318;Tormos
1323;Torremanzanas/Torre de les Maçanes, la
1339;Torrevieja
1344;Vall d'Alcalà, la
1360;Vall de Gallinera
1376;Vall de Laguar, la
1357;Vall d'Ebo, la
1382;Verger, el
1395;Villajoyosa/Vila Joiosa, la
1409;Villena
818;Xaló
10;Abla
25;Abrucena
31;Adra
46;Albanchez
59;Alboloduy
62;Albox
78;Alcolea
84;Alcóntar
97;Alcudia de Monteagud
101;Alhabia
118;Alhama de Almería
123;Alicún
139;Almería
144;Almócita
157;Alsodux
160;Antas
176;Arboleas
182;Armuña de Almanzora
195;Bacares
9047;Balanegra
209;Bayárcal
216;Bayarque
221;Bédar
237;Beires
242;Benahadux
268;Benitagla
274;Benizalón
280;Bentarique
293;Berja
307;Canjáyar
314;Cantoria
329;Carboneras
335;Castro de Filabres
366;Chercos
372;Chirivel
340;Cóbdar
353;Cuevas del Almanzora
388;Dalías
9026;Ejido, El
412;Enix
433;Felix
448;Fines
451;Fiñana
464;Fondón
470;Gádor
486;Gallardos, Los
499;Garrucha
502;Gérgal
519;Huécija
524;Huércal de Almería
530;Huércal-Overa
545;Íllar
558;Instinción
561;Laroya
577;Láujar de Andarax
583;Líjar
596;Lubrín
600;Lucainena de las Torres
617;Lúcar
622;Macael
638;María
643;Mojácar
9032;Mojonera, La
656;Nacimiento
669;Níjar
675;Ohanes
681;Olula de Castro
694;Olula del Río
708;Oria
715;Padules
720;Partaloa
736;Paterna del Río
741;Pechina
754;Pulpí
767;Purchena
773;Rágol
789;Rioja
792;Roquetas de Mar
806;Santa Cruz de Marchena
813;Santa Fe de Mondújar
828;Senés
834;Serón
849;Sierro
852;Somontín
865;Sorbas
871;Suflí
887;Tabernas
890;Taberno
904;Tahal
911;Terque
926;Tíjola
9011;Tres Villas, Las
932;Turre
947;Turrillas
950;Uleila del Campo
963;Urrácal
979;Velefique
985;Vélez-Blanco
998;Vélez-Rubio
1002;Vera
1019;Viator
1024;Vícar
1030;Zurgena
13;Adanero
28;Adrada, La
52;Albornos
71;Aldeanueva de Santa Cruz
87;Aldeaseca
104;Aldehuela, La
126;Amavida
132;Arenal, El
147;Arenas de San Pedro
150;Arevalillo
163;Arévalo
179;Aveinte
185;Avellaneda
198;Ávila
219;Barco de Ávila, El
224;Barraco, El
230;Barromán
245;Becedas
258;Becedillas
261;Bercial de Zapardiel
277;Berlanas, Las
296;Bernuy-Zapardiel
300;Berrocalejo de Aragona
338;Blascomillán
343;Blasconuño de Matacabras
356;Blascosancho
369;Bohodón, El
375;Bohoyo
381;Bonilla de la Sierra
394;Brabos
408;Bularros
415;Burgohondo
420;Cabezas de Alambre
436;Cabezas del Pozo
441;Cabezas del Villar
454;Cabizuela
467;Canales
473;Candeleda
489;Cantiveros
492;Cardeñosa
512;Carrera, La
527;Casas del Puerto
533;Casasola
548;Casavieja
551;Casillas
564;Castellanos de Zapardiel
570;Cebreros
586;Cepeda la Mora
678;Chamartín
599;Cillán
603;Cisla
610;Colilla, La
625;Collado de Contreras
631;Collado del Mirón
646;Constanzana
659;Crespos
662;Cuevas del Valle
9035;Diego del Carpio
697;Donjimeno
701;Donvidas
723;Espinosa de los Caballeros
739;Flores de Ávila
744;Fontiveros
757;Fresnedilla
760;Fresno, El
776;Fuente el Saúz
782;Fuentes de Año
795;Gallegos de Altamiros
809;Gallegos de Sobrinos
816;Garganta del Villar
821;Gavilanes
837;Gemuño
855;Gil García
842;Gilbuena
868;Gimialcón
874;Gotarrendura
880;Grandes y San Martín
893;Guisando
907;Gutierre-Muñoz
929;Hernansancho
935;Herradón de Pinares
940;Herreros de Suso
953;Higuera de las Dueñas
966;Hija de Dios, La
972;Horcajada, La
991;Horcajo de las Torres
1005;Hornillo, El
1027;Hoyo de Pinares, El
1012;Hoyocasero
1033;Hoyorredondo
1064;Hoyos de Miguel Muñoz
1048;Hoyos del Collado
1051;Hoyos del Espino
1070;Hurtumpascual
1086;Junciana
1099;Langa
1103;Lanzahíta
1131;Llanos de Tormes, Los
1125;Losar del Barco, El
1146;Madrigal de las Altas Torres
1159;Maello
1162;Malpartida de Corneja
1178;Mamblas
1184;Mancera de Arriba
1197;Manjabálago y Ortigosa de Rioalmar
1201;Marlín
1218;Martiherrero
1223;Martínez
1239;Mediana de Voltoya
1244;Medinilla
1257;Mengamuñoz
1260;Mesegar de Corneja
1276;Mijares
1282;Mingorría
1295;Mirón, El
1309;Mironcillo
1316;Mirueña de los Infanzones
1321;Mombeltrán
1337;Monsalupe
1342;Moraleja de Matacabras
1355;Muñana
1368;Muñico
1380;Muñogalindo
1393;Muñogrande
1407;Muñomer del Peco
1414;Muñopepe
1429;Muñosancho
1435;Muñotello
1440;Narrillos del Álamo
1453;Narrillos del Rebollar
1491;Narros de Saldueña
1472;Narros del Castillo
1488;Narros del Puerto
1526;Nava de Arévalo
1532;Nava del Barco
1511;Navacepedilla de Corneja
1547;Navadijos
1550;Navaescurial
1563;Navahondilla
1579;Navalacruz
1585;Navalmoral
1598;Navalonguilla
1602;Navalosa
1619;Navalperal de Pinares
1624;Navalperal de Tormes
1630;Navaluenga
1645;Navaquesera
1658;Navarredonda de Gredos
1661;Navarredondilla
1677;Navarrevisca
1683;Navas del Marqués, Las
1696;Navatalgordo
1700;Navatejares
1717;Neila de San Miguel
1722;Niharra
1738;Ojos-Albos
1743;Orbita
1756;Oso, El
1769;Padiernos
1775;Pajares de Adaja
1781;Palacios de Goda
1794;Papatrigo
1808;Parral, El
1815;Pascualcobo
1820;Pedro Bernardo
1836;Pedro-Rodríguez
1841;Peguerinos
1854;Peñalba de Ávila
1867;Piedrahíta
1873;Piedralaves
1889;Poveda
1892;Poyales del Hoyo
1906;Pozanco
1913;Pradosegar
1928;Puerto Castilla
1934;Rasueros
1949;Riocabado
1952;Riofrío
1965;Rivilla de Barajas
1971;Salobral
1987;Salvadiós
1990;San Bartolomé de Béjar
2004;San Bartolomé de Corneja
2011;San Bartolomé de Pinares
2063;San Esteban de los Patos
2085;San Esteban de Zapardiel
2079;San Esteban del Valle
2098;San García de Ingelmos
9014;San Juan de Gredos
2102;San Juan de la Encinilla
2119;San Juan de la Nava
2124;San Juan del Molinillo
2130;San Juan del Olmo
2145;San Lorenzo de Tormes
2158;San Martín de la Vega del Alberche
2161;San Martín del Pimpollar
2177;San Miguel de Corneja
2183;San Miguel de Serrezuela
2196;San Pascual
2200;San Pedro del Arroyo
2315;San Vicente de Arévalo
2047;Sanchidrián
2050;Sanchorreja
2222;Santa Cruz de Pinares
2217;Santa Cruz del Valle
2269;Santa María de los Caballeros
2243;Santa María del Arroyo
2256;Santa María del Berrocal
9029;Santa María del Cubillo
2275;Santa María del Tiétar
2281;Santiago del Collado
9040;Santiago del Tormes
2294;Santo Domingo de las Posadas
2308;Santo Tomé de Zabarcos
2320;Serrada, La
2336;Serranillos
2341;Sigeres
2354;Sinlabajos
2367;Solana de Ávila
2373;Solana de Rioalmar
2389;Solosancho
2392;Sotalbo
2406;Sotillo de la Adrada
2413;Tiemblo, El
2428;Tiñosillos
2434;Tolbaños
2449;Tormellas
2452;Tornadizos de Ávila
2471;Torre, La
2465;Tórtoles
2490;Umbrías
2510;Vadillo de la Sierra
2525;Valdecasa
2531;Vega de Santa María
2546;Velayos
2562;Villaflor
2578;Villafranca de la Sierra
9053;Villanueva de Ávila
2584;Villanueva de Gómez
2597;Villanueva del Aceral
2601;Villanueva del Campillo
2618;Villar de Corneja
2623;Villarejo del Valle
2639;Villatoro
2644;Viñegra de Moraña
2657;Vita
2660;Zapardiel de la Cañada
2676;Zapardiel de la Ribera
16;Acedera
21;Aceuchal
37;Ahillones
42;Alange
55;Albuera, La
68;Alburquerque
74;Alconchel
80;Alconera
93;Aljucén
107;Almendral
114;Almendralejo
129;Arroyo de San Serván
135;Atalaya
140;Azuaga
153;Badajoz
166;Barcarrota
172;Baterno
188;Benquerencia de la Serena
191;Berlanga
205;Bienvenida
212;Bodonal de la Sierra
227;Burguillos del Cerro
233;Cabeza del Buey
248;Cabeza la Vaca
251;Calamonte
264;Calera de León
270;Calzadilla de los Barros
286;Campanario
299;Campillo de Llerena
303;Capilla
310;Carmonita
325;Carrascalejo, El
331;Casas de Don Pedro
346;Casas de Reina
359;Castilblanco
362;Castuera
423;Cheles
378;Codosera, La
384;Cordobilla de Lácara
397;Coronada, La
401;Corte de Peleas
418;Cristina
439;Don Álvaro
444;Don Benito
457;Entrín Bajo
460;Esparragalejo
476;Esparragosa de la Serena
482;Esparragosa de Lares
495;Feria
508;Fregenal de la Sierra
515;Fuenlabrada de los Montes
520;Fuente de Cantos
536;Fuente del Arco
541;Fuente del Maestre
554;Fuentes de León
567;Garbayuela
573;Garlitos
589;Garrovilla, La
592;Granja de Torrehermosa
9038;Guadiana
606;Guareña
613;Haba, La
628;Helechosa de los Montes
634;Herrera del Duque
649;Higuera de la Serena
652;Higuera de Llerena
665;Higuera de Vargas
671;Higuera la Real
687;Hinojosa del Valle
690;Hornachos
704;Jerez de los Caballeros
711;Lapa, La
732;Llera
747;Llerena
726;Lobón
750;Magacela
763;Maguilla
779;Malcocinado
785;Malpartida de la Serena
798;Manchita
802;Medellín
819;Medina de las Torres
824;Mengabril
830;Mérida
845;Mirandilla
858;Monesterio
861;Montemolín
877;Monterrubio de la Serena
883;Montijo
896;Morera, La
900;Nava de Santiago, La
917;Navalvillar de Pela
922;Nogales
938;Oliva de la Frontera
943;Oliva de Mérida
956;Olivenza
969;Orellana de la Sierra
975;Orellana la Vieja
981;Palomas
994;Parra, La
1008;Peñalsordo
1015;Peraleda del Zaucejo
1020;Puebla de Alcocer
1036;Puebla de la Calzada
1041;Puebla de la Reina
1073;Puebla de Obando
1089;Puebla de Sancho Pérez
1054;Puebla del Maestre
1067;Puebla del Prior
9022;Pueblonuevo del Guadiana
1092;Quintana de la Serena
1106;Reina
1113;Rena
1128;Retamal de Llerena
1134;Ribera del Fresno
1149;Risco
1152;Roca de la Sierra, La
1165;Salvaleón
1171;Salvatierra de los Barros
1190;San Pedro de Mérida
1232;San Vicente de Alcántara
1187;Sancti-Spíritus
1204;Santa Amalia
1211;Santa Marta
1226;Santos de Maimona, Los
1247;Segura de León
1250;Siruela
1263;Solana de los Barros
1279;Talarrubias
1285;Talavera la Real
1298;Táliga
1302;Tamurejo
1319;Torre de Miguel Sesmero
1324;Torremayor
1330;Torremejía
1345;Trasierra
1358;Trujillanos
1361;Usagre
1377;Valdecaballeros
9017;Valdelacalzada
1383;Valdetorres
1396;Valencia de las Torres
1400;Valencia del Mombuey
1417;Valencia del Ventoso
1469;Valle de la Serena
1475;Valle de Matamoros
1481;Valle de Santa Ana
1422;Valverde de Burguillos
1438;Valverde de Leganés
1443;Valverde de Llerena
1456;Valverde de Mérida
1494;Villafranca de los Barros
1507;Villagarcía de la Torre
1514;Villagonzalo
1529;Villalba de los Barros
1535;Villanueva de la Serena
1540;Villanueva del Fresno
1566;Villar de Rena
1553;Villar del Rey
1572;Villarta de los Montes
1588;Zafra
1591;Zahínos
1605;Zalamea de la Serena
1627;Zarza, La
1612;Zarza-Capilla
27;Alaior
12;Alaró
33;Alcúdia
48;Algaida
51;Andratx
9013;Ariany
64;Artà
70;Banyalbufar
86;Binissalem
99;Búger
103;Bunyola
110;Calvià
125;Campanet
131;Campos
146;Capdepera
645;Castell, Es
159;Ciutadella de Menorca
162;Consell
178;Costitx
184;Deià
260;Eivissa
197;Escorca
201;Esporles
218;Estellencs
223;Felanitx
239;Ferreries
244;Formentera
257;Fornalutx
276;Inca
282;Lloret de Vistalegre
295;Lloseta
309;Llubí
316;Llucmajor
337;Manacor
342;Mancor de la Vall
321;Maó-Mahón
355;Maria de la Salut
368;Marratxí
374;Mercadal, Es
9028;Migjorn Gran, Es
380;Montuïri
393;Muro
407;Palma
414;Petra
440;Pobla, Sa
429;Pollença
435;Porreres
453;Puigpunyent
598;Salines, Ses
466;Sant Antoni de Portmany
491;Sant Joan
504;Sant Joan de Labritja
488;Sant Josep de sa Talaia
511;Sant Llorenç des Cardassar
526;Sant Lluís
532;Santa Eugènia
547;Santa Eulària des Riu
550;Santa Margalida
563;Santa María del Camí
579;Santanyí
585;Selva
472;Sencelles
602;Sineu
619;Sóller
624;Son Servera
630;Valldemossa
658;Vilafranca de Bonany
18;Abrera
23;Aguilar de Segarra
142;Aiguafreda
39;Alella
44;Alpens
57;Ametlla del Vallès, L'
60;Arenys de Mar
76;Arenys de Munt
82;Argençola
95;Argentona
109;Artés
116;Avià
121;Avinyó
137;Avinyonet del Penedès
155;Badalona
9045;Badia del Vallès
168;Bagà
174;Balenyà
180;Balsareny
2520;Barberà del Vallès
193;Barcelona
207;Begues
214;Bellprat
229;Berga
235;Bigues i Riells
240;Borredà
253;Bruc, El
266;Brull, El
272;Cabanyes, Les
288;Cabrera d'Anoia
291;Cabrera de Mar
305;Cabrils
312;Calaf
348;Calders
333;Caldes de Montbui
327;Caldes d'Estrac
351;Calella
370;Calldetenes
386;Callús
364;Calonge de Segarra
399;Campins
403;Canet de Mar
410;Canovelles
425;Cànoves i Samalús
431;Canyelles
446;Capellades
459;Capolat
462;Cardedeu
478;Cardona
484;Carme
497;Casserres
575;Castell de l'Areny
522;Castellar de n'Hug
500;Castellar del Riu
517;Castellar del Vallès
538;Castellbell i el Vilar
543;Castellbisbal
556;Castellcir
569;Castelldefels
581;Castellet i la Gornal
608;Castellfollit de Riubregós
594;Castellfollit del Boix
615;Castellgalí
620;Castellnou de Bages
636;Castellolí
641;Castellterçol
654;Castellví de la Marca
667;Castellví de Rosanes
673;Centelles
2687;Cercs
2665;Cerdanyola del Vallès
689;Cervelló
692;Collbató
706;Collsuspina
713;Copons
728;Corbera de Llobregat
734;Cornellà de Llobregat
749;Cubelles
752;Dosrius
765;Esparreguera
771;Esplugues de Llobregat
787;Espunyola, L'
2541;Esquirol, L'
790;Estany, L'
1347;Figaró-Montmany
804;Fígols
826;Fogars de la Selva
811;Fogars de Montclús
832;Folgueroles
847;Fonollosa
850;Font-rubí
863;Franqueses del Vallès, Les
902;Gaià
879;Gallifa
885;Garriga, La
898;Gavà
919;Gelida
924;Gironella
930;Gisclareny
945;Granada, La
958;Granera
961;Granollers
977;Gualba
996;Guardiola de Berguedà
1000;Gurb
1017;Hospitalet de Llobregat, L'
1629;Hostalets de Pierola, Els
1022;Igualada
1038;Jorba
1043;Llacuna, La
1056;Llagosta, La
1075;Lliçà d'Amunt
1081;Lliçà de Vall
1069;Llinars del Vallès
1094;Lluçà
1108;Malgrat de Mar
1115;Malla
1120;Manlleu
1136;Manresa
2423;Marganell
1141;Martorell
1154;Martorelles
1167;Masies de Roda, Les
1173;Masies de Voltregà, Les
1189;Masnou, El
1192;Masquefa
1206;Matadepera
1213;Mataró
1228;Mediona
1385;Moià
1234;Molins de Rei
1249;Mollet del Vallès
1287;Monistrol de Calders
1271;Monistrol de Montserrat
1252;Montcada i Reixac
1304;Montclar
1311;Montesquiu
1265;Montgat
1326;Montmajor
1332;Montmaneu
1350;Montmeló
1363;Montornès del Vallès
1379;Montseny
1290;Muntanyola
1398;Mura
1402;Navarcles
1419;Navàs
1424;Nou de Berguedà, La
1430;Òdena
1458;Olèrdola
1461;Olesa de Bonesvalls
1477;Olesa de Montserrat
1483;Olivella
1496;Olost
1445;Olvan
1509;Orís
1516;Oristà
1521;Orpí
1537;Òrrius
1542;Pacs del Penedès
1555;Palafolls
1568;Palau-solità i Plegamans
1574;Pallejà
9058;Palma de Cervelló, La
1580;Papiol, El
1593;Parets del Vallès
1607;Perafita
1614;Piera
1635;Pineda de Mar
1640;Pla del Penedès, El
1653;Pobla de Claramunt, La
1666;Pobla de Lillet, La
1672;Polinyà
1825;Pont de Vilomara i Rocafort, El
1688;Pontons
1691;Prat de Llobregat, El
1712;Prats de Lluçanès
1705;Prats de Rei, Els
2303;Premià de Dalt
1727;Premià de Mar
1748;Puigdàlber
1751;Puig-reig
1764;Pujalt
1770;Quar, La
1786;Rajadell
1799;Rellinars
1803;Ripollet
1810;Roca del Vallès, La
1831;Roda de Ter
1846;Rubí
1859;Rubió
9019;Rupit i Pruit
1878;Sabadell
1884;Sagàs
1901;Saldes
1918;Sallent
1944;Sant Adrià de Besòs
1957;Sant Agustí de Lluçanès
1960;Sant Andreu de la Barca
1976;Sant Andreu de Llavaneres
1982;Sant Antoni de Vilamajor
1995;Sant Bartomeu del Grau
2009;Sant Boi de Llobregat
2016;Sant Boi de Lluçanès
2037;Sant Cebrià de Vallalta
2021;Sant Celoni
2042;Sant Climent de Llobregat
2055;Sant Cugat del Vallès
2068;Sant Cugat Sesgarrigues
2074;Sant Esteve de Palautordera
2080;Sant Esteve Sesrovires
2107;Sant Feliu de Codines
2114;Sant Feliu de Llobregat
2129;Sant Feliu Sasserra
2093;Sant Fost de Campsentelles
2135;Sant Fruitós de Bages
2153;Sant Hipòlit de Voltregà
1939;Sant Iscle de Vallalta
2166;Sant Jaume de Frontanyà
2188;Sant Joan de Vilatorrada
2172;Sant Joan Despí
9030;Sant Julià de Cerdanyola
2205;Sant Julià de Vilatorta
2212;Sant Just Desvern
2227;Sant Llorenç d'Hortons
2233;Sant Llorenç Savall
2251;Sant Martí d'Albars
2248;Sant Martí de Centelles
2264;Sant Martí de Tous
2270;Sant Martí Sarroca
2286;Sant Martí Sesgueioles
2299;Sant Mateu de Bages
2310;Sant Pere de Ribes
2325;Sant Pere de Riudebitlles
2331;Sant Pere de Torelló
2346;Sant Pere de Vilamajor
1897;Sant Pere Sallavinera
2359;Sant Pol de Mar
2362;Sant Quintí de Mediona
2378;Sant Quirze de Besora
2384;Sant Quirze del Vallès
2397;Sant Quirze Safaja
2401;Sant Sadurní d'Anoia
2418;Sant Sadurní d'Osormort
983;Sant Salvador de Guardiola
2628;Sant Vicenç de Castellet
2649;Sant Vicenç de Montalt
2652;Sant Vicenç de Torelló
2634;Sant Vicenç dels Horts
2439;Santa Cecília de Voltregà
2444;Santa Coloma de Cervelló
2457;Santa Coloma de Gramenet
2460;Santa Eugènia de Berga
2476;Santa Eulàlia de Riuprimer
2482;Santa Eulàlia de Ronçana
2495;Santa Fe del Penedès
2508;Santa Margarida de Montbui
2515;Santa Margarida i els Monjos
2536;Santa Maria de Besora
2567;Santa Maria de Martorelles
2554;Santa Maria de Merlès
2573;Santa Maria de Miralles
2592;Santa Maria de Palautordera
2589;Santa Maria d'Oló
2606;Santa Perpètua de Mogoda
2613;Santa Susanna
1923;Santpedor
2671;Sentmenat
2690;Seva
2704;Sitges
2711;Sobremunt
2726;Sora
2732;Subirats
2747;Súria
2763;Tagamanent
2779;Talamanca
2785;Taradell
2750;Tavèrnoles
2802;Tavertet
2819;Teià
2798;Terrassa
2824;Tiana
2830;Tona
2845;Tordera
2858;Torelló
2861;Torre de Claramunt, La
2877;Torrelavit
2883;Torrelles de Foix
2896;Torrelles de Llobregat
2900;Ullastrell
2917;Vacarisses
2922;Vallbona d'Anoia
2938;Vallcebre
2943;Vallgorguina
2956;Vallirana
2969;Vallromanes
2975;Veciana
2981;Vic
2994;Vilada
3015;Viladecans
3008;Viladecavalls
3054;Vilafranca del Penedès
3067;Vilalba Sasserra
3036;Vilanova de Sau
3020;Vilanova del Camí
9024;Vilanova del Vallès
3073;Vilanova i la Geltrú
2140;Vilassar de Dalt
2191;Vilassar de Mar
3041;Vilobí del Penedès
3089;Viver i Serrateix
11;Abajas
32;Adrada de Haza
63;Aguas Cándidas
79;Aguilar de Bureba
98;Albillos
102;Alcocero de Mola
119;Alfoz de Bricia
9070;Alfoz de Quintanadueñas
124;Alfoz de Santa Gadea
130;Altable
145;Altos, Los
161;Ameyugo
177;Anguix
183;Aranda de Duero
196;Arandilla
200;Arauzo de Miel
217;Arauzo de Salce
222;Arauzo de Torre
238;Arcos
243;Arenillas de Riopisuerga
256;Arija
269;Arlanzón
275;Arraya de Oca
294;Atapuerca
308;Ausines, Los
320;Avellanosa de Muñó
336;Bahabón de Esgueva
341;Balbases, Los
354;Baños de Valdearados
367;Bañuelos de Bureba
373;Barbadillo de Herreros
389;Barbadillo del Mercado
392;Barbadillo del Pez
413;Barrio de Muñó
434;Barrios de Bureba, Los
449;Barrios de Colina
452;Basconcillos del Tozo
465;Bascuñana
471;Belbimbre
487;Belorado
503;Berberana
510;Berlangas de Roa
525;Berzosa de Bureba
546;Bozoó
559;Brazacorta
562;Briviesca
578;Bugedo
584;Buniel
597;Burgos
601;Busto de Bureba
618;Cabañes de Esgueva
623;Cabezón de la Sierra
644;Caleruega
657;Campillo de Aranda
660;Campolara
676;Canicosa de la Sierra
682;Cantabrana
709;Carazo
716;Carcedo de Bureba
721;Carcedo de Burgos
737;Cardeñadijo
742;Cardeñajimeno
755;Cardeñuela Riopico
768;Carrias
774;Cascajares de Bureba
780;Cascajares de la Sierra
793;Castellanos de Castro
835;Castil de Peones
829;Castildelgado
840;Castrillo de la Reina
853;Castrillo de la Vega
888;Castrillo de Riopisuerga
866;Castrillo del Val
905;Castrillo Mota de Judíos
912;Castrojeriz
639;Cavia
933;Cayuela
948;Cebrecos
951;Celada del Camino
986;Cerezo de Río Tirón
1003;Cerratón de Juarros
1010;Ciadoncha
1025;Cillaperlata
1031;Cilleruelo de Abajo
1046;Cilleruelo de Arriba
1059;Ciruelos de Cervera
1084;Cogollos
1097;Condado de Treviño
1101;Contreras
1123;Coruña del Conde
1139;Covarrubias
1144;Cubillo del Campo
1157;Cubo de Bureba
1176;Cueva de Roa, La
1195;Cuevas de San Clemente
1209;Encío
1221;Espinosa de Cervera
1242;Espinosa de los Monteros
1237;Espinosa del Camino
1255;Estépar
1274;Fontioso
1280;Frandovínez
1293;Fresneda de la Sierra Tirón
1307;Fresneña
1314;Fresnillo de las Dueñas
1329;Fresno de Río Tirón
1335;Fresno de Rodilla
1340;Frías
1353;Fuentebureba
1366;Fuentecén
1372;Fuentelcésped
1388;Fuentelisendo
1391;Fuentemolinos
1405;Fuentenebro
1412;Fuentespina
1433;Galbarros
1448;Gallega, La
1486;Grijalba
1499;Grisaleña
1519;Gumiel de Izán
1524;Gumiel de Mercado
1545;Hacinas
1558;Haza
1596;Hontanas
1600;Hontangas
1622;Hontoria de la Cantera
1643;Hontoria de Valdearados
1638;Hontoria del Pinar
1669;Hormazas, Las
1675;Hornillos del Camino
1681;Horra, La
1694;Hortigüela
1708;Hoyales de Roa
1720;Huérmeces
1736;Huerta de Arriba
1741;Huerta de Rey
1754;Humada
1767;Hurones
1773;Ibeas de Juarros
1789;Ibrillos
1792;Iglesiarrubia
1806;Iglesias
1813;Isar
1828;Itero del Castillo
